Item ID,Short Title,Title,Year,Period,Vegetated strip description info,Nation,Study country,Study location,Latitude,Longitude,Outcomes
20641799,Hernandez (2010),"BREEDING ECOLOGY OF LONG-TAILED TITS AEGITHALOS CAUDATUS IN NORTHWESTERN SPAIN: PHENOLOGY, NEST-SITE SELECTION, NEST SUCCESS AND HELPING BEHAVIOUR",2010,2010-2014,hedgerow;riparian wood,Spain,Spain,"Palacio and Pedrún, Torio river valley, Leon province. (42º 43’ 26’’ 42º 46’ 15’’ S-N, 5º 29’ 58’’ 5º 30’ 55’’ E-W)",42.598704,-5.567084,Biodiversity
20641805,Hirsh (2012),Diversifying monoculture crops by incorporating prairie buffer strips,2012,2010-2014,buffer strip,USA,"Iowa, USA","Neal Smith National Wildlife Refuge, Jasper County (41 32 N, 93 15 W)",41.55,-93.266667,Biodiversity
20641806,Hirsh (2013),Diversifying Agricultural Catchments by Incorporating Tallgrass Prairie Buffer Strips,2013,2010-2014,buffer strip,USA,"Iowa, USA","Neal Smith National Wildlife Refuge, (4132' N, 9315' W)",41.55,-93.266667,Biodiversity
20641809,Holland (2012),Agri-environment scheme enhancing ecosystem services: A demonstration of improved biological control in cereal crops,2012,2010-2014,grass margin,UK,UK,Dorset and Hampshire,50.85959,-1.795631,Human Use
20641811,Holt (2010),Do field margin characteristics influence songbird nest-site selection in adjacent hedgerows?,2010,2010-2014,field margin,UK,UK,Southwest England,51.773526,-2.226693,Biodiversity
20641813,Holzschuh (2008),Agricultural landscapes with organic crops support higher pollinator diversity,2008,2005-2009,fallow strip,Germany,Germany,"Soester Börde/North Rhine-Westphalia, Leine Bergland/Lower-Saxony and Lahn-Dill-Bergland/Hesse",50.87029,8.68605,Biodiversity
20641826,Hughes-Clarke (1992),Ecological development of field corner tree plantations on arable land,1992,1990-1994,field corner plantation,UK,UK,Northwest Essex,51.746846,0.415794,Biodiversity;Soil Chemistry;Soil Chemistry;Soil Chemistry
20641829,Hunt (2004),Denitrification in a coastal plain riparian zone contiguous to a heavily loaded swine wastewater spray field,2004,2000-2004,riparian zone,USA,"North Carolina, USA",Herrings Marsh Run watershed in Duplin County,35.083325,-77.916661,Soil Chemistry;Soil Chemistry
20641834,Iqbal (2015),"Denitrification and Nitrous Oxide Emissions in Annual Croplands, Perennial Grass Buffers, and Restored Perennial Grasslands",2015,2015-2016,perennial grass buffer,USA,"Iowa, USA","Neal Smith National Wildlife Refuge in Jasper County, Iowa (NSNWR) (41 33 N, 93 16 W)",41.55,-93.266663,Soil Chemistry;Soil Chemistry;Soil Physical;Soil Physical;Ecosystem Functioning
20641836,"Design, function, and... (Isenhart)","Design, function, and management of multi-species riparian buffer strip systems",1995,1995-1999,riparian buffer strip,USA,"Iowa, USA","Rowland, Bear Creek Watershed, north-central Iowa",42.182677,-93.501316,Soil Chemistry;Pollution
20641838,Jacinthe (2009),Application of stable isotope analysis to quantify the retention of eroded carbon in grass filters at the North Appalachian experimental watersheds,2009,2005-2009,grass filter,USA,"Ohio, USA","North Appalachian ExperimentalWatershed near the town of Coshocton (40 22′ N, 81 48′ W, elevation: 300–600 m).",40.366667,-81.8,Soil Chemistry;Soil Chemistry
20641847,Jarvis (2015),Distribution of crop wild relatives of conservation priority in the UK landscape,2015,2015-2016,hedgerow;field margin,UK,UK,UK,52.831319,-1.770154,Biodiversity
20641853,Jia (2006),Effect of Controlled Drainage and Vegetative Buffers on Drainage Water Quality from Wastewater Irrigated Fields,2006,2005-2009,vegetative buffer strip,USA,"North Carolina, USA",near Kinston,35.262664,-77.581635,Soil Chemistry;Soil Chemistry;Soil Physical
20641855,Jobin (2004),"Conservation value of agricultural riparian strips in the Boyer River watershed, Quebec (Canada)",2004,2000-2004,riparian strip,Canada,"Québec, Canada","The Boyer River watershed (46 46 N, 70 57 W)",46.766661,-70.950008,Biodiversity
20641858,Jobin (2001),"Bird use of three types of field margins in relation to intensive agriculture in Québec, Canada",2001,2000-2004,field margin,Canada,"Québec, Canada","Richelieu/St Hyacinthe region (45 40 N, 72 40W)",45.66667,-72.666397,Biodiversity;Ecosystem Functioning
20641861,Jones (2003),Assessment of the potential for integration of avian conservation with modern agricultural production,2003,2000-2004,field border,USA,"Florida, USA","Alachua, Gilchrist, Marion and Jefferson Counties",29.687127,-82.820923,Biodiversity
20641862,Jones (2005),Avian Diversity and Functional Insectivory on North-Central Florida Farmlands,2005,2005-2009,field border,USA,"Florida, USA",North central Florida,29.686111,-82.267425,Biodiversity
20641863,Jones (2006),Bird communities on conservation buffers and mowed field edges of two agricultural land bases in Mississippi,2006,2005-2009,conservation buffer,USA,"Mississippi, USA",Black Belt Prairie Agricultural Experimental Station near Brooksville and North Mississippi Agricultural Experiment Station (NMAES) in,34.766539,-89.447386,Biodiversity
20641867,Kaendler (2009),Capacities of Modelling to Assess Buffer Strip Efficiency to Reduce Soil Loss During Heavy Rainfall Events,2009,2005-2009,buffer strip,Finland,Finland,River Aurajoki,60.455203,22.299315,Soil Physical;Soil Physical
20641872,Kargin (2013),"Contents of heavy metals on fields, protected by forest shelter belts",2013,2010-2014,shelterbelt,Russia,"Volga, Russia","Saransk, Oktyabr'skii District",54.200046,45.174491,Soil Chemistry;Soil Chemistry;Soil Physical
20641895,Knight (2010),"Ability of Remnant Riparian Forests, With and Without Grass Filters, to Buffer Concentrated Surface Runoff",2010,2010-2014,grass filter;riparian forest,USA,"Missouri, USA","Mark Twain Lake ⁄ Salt River watershed in Shelby, Monroe, and Audrain counties",39.509256,-91.768485,Soil Physical;Human Use
20641904,Korpela (2013),"Can pollination services, species diversity and conservation be simultaneously promoted by sown wildflower strips on farmland?",2013,2010-2014,wildflower strip,Finland,Finland,"Jokioinen, south-western Finland",60.803842,23.485755,Biodiversity;Ecosystem Functioning
20641907,Kort (1998),Carbon reservoir and biomass in Canadian prairie shelterbelts,1998,1995-1999,shelterbelt,Canada,"Saskatchewan and Manitoba, Canada",Saskatchewan and Manitoba,multiple,multiple,Biodiversity
20641908,Kovar (1997),"Biodiversity of hedgerows surrounding a point source of nitrogen pollution (Wensleydale, northern England)",1997,1995-1999,hedgerow,UK,UK,"Fleets farm near East Witton, Wensleydale, North Yorkshire",54.298723,-2.152057,Biodiversity;Ecosystem Functioning
20641914,Kronvang (2005),Buffer zones as a sink for sediment and phosphorus between the field and stream: Danish field experiences,2005,2005-2009,buffer zone,Denmark,Denmark,Not stated,56.263305,9.501841,Soil Chemistry;Soil Physical
20641915,Krutz (2003),"Adsorption and desorption of atrazine, desethylatrazine, deisopropylatrazine, and hydroxyatrazine in vegetated filter strip and cultivated soil",2003,2000-2004,vegetated filter strip,USA,"Texas, USA","Blackland research centre, Temple",32.899568,-96.349705,Pollution
20641921,Kumar (2012),Chemical composition and bioethanol potential of different plant species found in Pacific Northwest conservation buffers,2012,2010-2014,riparian conservation buffer,USA,"Not stated, USA",Pacific northwest,multiple,multiple,Biodiversity;Human Use
20641922,Kumar (2009),Agroforestry and grass buffers for improving soil hydraulic properties and reducing runoff and sediment losses from grazed pastures,2009,2005-2009,grass buffer;agroforestry buffer,USA,"Missouri, USA","Horticulture and Agroforestry Research Center (HARC) in New Franklin (3902’N, 9246’W, 195 m )",39.033333,-92.766667,Soil Chemistry;Soil Physical;Soil Physical;Ecosystem Functioning
20641924,Kumar (2010),Agroforestry and Grass Buffer Influences on Macropores Measured by Computed Tomography under Grazed Pasture Systems,2010,2010-2014,agroforestry buffer;grass buffer,USA,"Missouri, USA","Horticulture and Agroforestry Research Center in New Franklin, Missouri (39 02 N, 92 46 W)",39.033333,-92.766667,Soil Physical
20641925,Kumar (2010),CT-measured macropores as affected by agroforestry and grass buffers for grazed pasture systems,2010,2010-2014,agroforestry buffer;grass buffer,USA,"Missouri, USA","Horticulture and Agroforestry Research Center in New Franklin, Missouri (39 02 N, 92 46 W)",39.033333,-92.766667,Soil Physical
20641926,Kumar (2011),APEX model simulation of runoff and sediment losses for grazed pasture watersheds with agroforestry buffers,2011,2010-2014,agroforestry buffer,USA,"Missouri, USA","Horticulture and Agroforestry Research Center in New Franklin, Missouri (39 02 N, 92 46 W)",39.033333,-92.766667,Soil Physical;Soil Physical;Soil Physical
20641927,Kuske (2003),Dispersal and persistence of mass released Trichogramma brassicae (Hymenoptera: Trichogrammatidae) in non-target habitats,2003,2000-2004,herbaceous field edge;hedgerow;wildflower strip,Switzerland,Switzerland,"Southern Switzerland: 1) Magadino Plain South-west of Bellinzona; 2) Magadino Plain, about 4.5km west of site 1; 3) Lugano; 4) Cantonal Agricultural Institute of Mezzana (IACM) at Balerna",46.424906,8.14536,Biodiversity;Human Use
20641935,Lagerlof (1993),The abundance of arthropods along two field margins with different types of vegetation composition: An experimental study,1993,1990-1994,field margin,Sweden,Sweden,10 km southeast of Uppsala,59.734701,17.968877,Biodiversity;Human Use
20641952,Lewis (1969),THE DIVERSITY OF THE INSECT FAUNA IN A HEDGE-ROW AND NEIGHBORING FIELDS,1969,1965-1969,hedgerow,UK,UK,Not stated,52.831319,-1.770154,Biodiversity
20641957,Liira (2013),Do forest-dwelling plant species disperse along landscape corridors?,2013,2010-2014,forest margin,Estonia,Estonia,"Viljandi and Tartu (58 27 1 N, 26 29 50 E)",58.450278,26.497222,Biodiversity
20641960,Lin (2015),The effect of conservation practices in sloped croplands on soil hydraulic properties and root-zone moisture dynamics,2015,2015-2016,grass strip,China,China,"Xianning (30 1 N, 114 21 E)",30.016667,114.350003,Soil Physical;Soil Physical;Human Use
20641965,Lowrance (2001),Denitrification from a swine lagoon overland flow treatment system at a pasture-riparian zone interface,2001,2000-2004,grass buffer,USA,"Georgia, USA","Georgia Coastal Plain Experiment Station, Tifton",31.450464,-83.508498,Soil Chemistry;Soil Physical
20641974,Ludy (2006),A 3-year field-scale monitoring of foliage-dwelling spiders (Araneae) in transgenic Bt maize fields and adjacent field margins,2006,2005-2009,field margin,Germany,Germany,"Swabia, Frankonia and Upper Bavaria",50.850273,9.066284,Biodiversity
20641975,Luptacik (2012),Diversity and community structure of soil Oribatida (Acari) in an arable field with alluvial soils,2012,2010-2014,hedgerow,Slovakia,Slovakia,"Hran, Trebisov (48 33 N, 21 47 E)",48.549829,21.783176,Biodiversity;Soil Chemistry;Soil Chemistry;Soil Chemistry;Soil Physical;Soil Physical
20641977,Lye (2009),Assessing the value of Rural Stewardship schemes for providing foraging resources and nesting habitat for bumblebee queens (Hymenoptera: Apidae),2009,2005-2009,grass margin;beetlebank;hedgerow,UK,UK,East and central Scotland,56.676101,-3.474327,Biodiversity
20641979,Maalouly (2013),Codling moth parasitism is affected by semi-natural habitats and agricultural practices at orchard and landscape levels,2013,2010-2014,hedgerow,France,France,Lower Durance valley (3 47 11 N to 43 51 10 N and from 4 51 29 E to 4 59 25 E),43.981083,4.901572,Biodiversity;Human Use
20641981,Macdonald (2000),Arable habitat use by wood mice (Apodemus sylvaticus). 3. A farm-scale experiment on the effects of crop rotation,2000,2000-2004,hedgerow,UK,UK,"Wytham Estate, Oxfordshire, England, SP 4609",51.774912,-1.312137,Biodiversity
20641982,MacLeod (1999),Attraction and retention of Episyrphus balteatus DeGeer (Diptera: Syrphidae) at an arable field margin with rich and poor floral resources,1999,1995-1999,hedge;field margin,UK,UK,Southern Hampshire,50.870331,-1.287659,Biodiversity;Human Use
20641984,MacLeod (2004),'Beetle banks' as refuges for beneficial arthropods in farmland: long-term changes in predator communities and habitat,2004,2000-2004,beetle bank,UK,UK,North Hampshire,51.08503,-1.310407,Biodiversity;Human Use
20641997,Maria (2013),The effect of agricultural riparian buffer width on generalist natural enemy diversity,2013,2010-2014,riparian buffer,USA,"Washington, USA","Noonsack River, Whatcom County",48.841918,-122.428161,Biodiversity;Human Use
20642003,Marquez (1998),"Assessing soil quality in a riparian buffer by testing organic matter fractions in central Iowa, USA",1998,1995-1999,riparian buffer,USA,"Iowa, USA","Bear creek, north central Iowa",42.182677,-93.501316,Soil Chemistry
20642004,Marquez (2004),Aggregate-size stability distribution and soil stability,2004,2000-2004,riparian forest;buffer,USA,"Iowa, USA",Central Iowa,41.880347,-93.0953,Soil Physical
20642006,Marquez (1998),"Assessing soil quality in a riparian buffer by testing organic matter fractions in central Iowa, USA",1998,1995-1999,riparian buffer,USA,"Iowa, USA","Bear Creek, north central Iowa",42.182677,-93.501316,Soil Chemistry
20642021,Martini (2015),Absence of windbreaks and replanting citrus in solid sets increase density of Asian citrus psyllid populations,2015,2015-2016,windbreak,USA,"Florida, USA","Uncle Matt’s Organic Citrus Grove and Peach Orchard, Clermont , Water Conserv II, Winter Garden",28.545134,-81.726454,Human Use
20642027,Mbuthia (2012),"Abundance and diversity of soil arthropods and fungi in shelterbelts integrated with pastures in the central tablelands of New South Wales, Australia",2012,2010-2014,shelterbelt,Australia,"New South Wales, Australia","Leeds Parade, College 4, and Weston 1 shelterbelts; Orange campus farm of Charles Sturt University (33 15 S, 149 07 E)",-33.25,149.116667,Biodiversity
20642033,McLachlan (2003),"Abundance and species richness of field-margin and pasture spider (Araneae) in Canterbury, New Zealand",2003,2000-2004,shelterbelt,New Zealand,New Zealand,"Shands Road, Weedons Road, Boundary Road and Dairy Farm; Lincoln University, Canterbury (43 39 S, 172 28 E)",-43.650237,172.466115,Biodiversity
20642035,McMahon (2010),An assessment of bird species within Irish agricultural landscapes using the Field Boundary Evaluation and Grading System,2010,2010-2014,field boundary;hedgerow,Ireland,Ireland,Southeast Ireland,52.42682,-6.935097,Biodiversity
20642040,Meek (2002),The effect of arable field margin composition on invertebrate biodiversity,2002,2000-2004,field margin,UK,UK,"Manor Farm, Eddlethorpe, near Malton, North Yorkshire, SE 772661 and near Birdsall in the Yorkshire Wolds, SE 879648",54.137088,-0.79868,Biodiversity
20642043,Merckx (2009),Effect of field margins on moths depends on species mobility: Field-based evidence for landscape-scale conservation,2009,2005-2009,field margin,UK,UK,"Stonesfield, Oxfordshire, UK, SP391",51.619023,-1.226136,Biodiversity
20642044,Mero (2010),Breeding birds of shelterbelts near Sombor (NW Serbia),2010,2010-2014,shelterbelt,Serbia,Serbia,"North west of Sombor, Northwest Serbia (UTM CR47 & 48)",45.773295,19.115147,Biodiversity
