"","data.lens_id","data.title","data.publication_type","data.year_published","first_name","last_name","initials","name","grid_id","country_code"
"141","101-774-056-400-814","Agricultural Sediment Reduction by Giant Cane and Forest Riparian Buffers","journal article",2006,"Jon E.","Schoonover","JE","Southern Illinois University Carbondale","grid.263856.c","US"
"142","101-774-056-400-814","Agricultural Sediment Reduction by Giant Cane and Forest Riparian Buffers","journal article",2006,"Karl W. J.","Williard","KWJ","Southern Illinois University Carbondale","grid.263856.c","US"
"143","101-774-056-400-814","Agricultural Sediment Reduction by Giant Cane and Forest Riparian Buffers","journal article",2006,"James J.","Zaczek","JJ","Southern Illinois University Carbondale","grid.263856.c","US"
"144","101-774-056-400-814","Agricultural Sediment Reduction by Giant Cane and Forest Riparian Buffers","journal article",2006,"Jean C.","Mangun","JC","Southern Illinois University Carbondale","grid.263856.c","US"
"145","101-774-056-400-814","Agricultural Sediment Reduction by Giant Cane and Forest Riparian Buffers","journal article",2006,"Andrew D.","Carver","AD","Southern Illinois University Carbondale","grid.263856.c","US"
"146","146-382-118-408-345","Agricultural landscapes with organic crops support higher pollinator diversity","journal article",2007,"Andrea","Holzschuh","A","University of Göttingen","grid.7450.6","DE"
"147","071-167-876-727-598","Agroforestry and Grass Buffer Effects on Pore Characteristics Measured by High-Resolution X-ray Computed Tomography","journal article",2008,"Ranjith P.","Udawatta","RP","University of Missouri","grid.134936.a","US"
"148","071-167-876-727-598","Agroforestry and Grass Buffer Effects on Pore Characteristics Measured by High-Resolution X-ray Computed Tomography","journal article",2008,"Clark J.","Gantzer","CJ","University of Missouri","grid.134936.a","US"
"149","071-167-876-727-598","Agroforestry and Grass Buffer Effects on Pore Characteristics Measured by High-Resolution X-ray Computed Tomography","journal article",2008,"Stephen H.","Anderson","SH","University of Missouri","grid.134936.a","US"
"150","071-167-876-727-598","Agroforestry and Grass Buffer Effects on Pore Characteristics Measured by High-Resolution X-ray Computed Tomography","journal article",2008,"Harold E.","Garrett","HE","University of Missouri","grid.134936.a","US"
"151","039-075-642-251-226","Agroforestry and Grass Buffer Influences on Macropores Measured by Computed Tomography under Grazed Pasture Systems","journal article",2010,"Sandeep","Kumar","S","University of Missouri","grid.134936.a","US"
"152","039-075-642-251-226","Agroforestry and Grass Buffer Influences on Macropores Measured by Computed Tomography under Grazed Pasture Systems","journal article",2010,"Stephen H.","Anderson","SH","University of Missouri","grid.134936.a","US"
"153","039-075-642-251-226","Agroforestry and Grass Buffer Influences on Macropores Measured by Computed Tomography under Grazed Pasture Systems","journal article",2010,"Ranjith P.","Udawatta","RP","University of Missouri","grid.134936.a","US"
"154","017-640-430-568-126","Agroforestry and grass buffer effects on soil quality parameters for grazed pasture and row-crop systems","journal article",2011,"Bodh R.","Paudel","BR","University of Missouri","grid.134936.a","US"
"155","017-640-430-568-126","Agroforestry and grass buffer effects on soil quality parameters for grazed pasture and row-crop systems","journal article",2011,"Ranjith P.","Udawatta","RP","University of Missouri","grid.134936.a","US"
"156","017-640-430-568-126","Agroforestry and grass buffer effects on soil quality parameters for grazed pasture and row-crop systems","journal article",2011,"Stephen H.","Anderson","SH","University of Missouri","grid.134936.a","US"
"157","175-196-769-643-19X","Agroforestry and grass buffer effects on water quality in grazed pastures","journal article",2010,"Ranjith P.","Udawatta","RP","University of Missouri","grid.134936.a","US"
"158","175-196-769-643-19X","Agroforestry and grass buffer effects on water quality in grazed pastures","journal article",2010,"Harold E.","Garrett","HE","University of Missouri","grid.134936.a","US"
"159","175-196-769-643-19X","Agroforestry and grass buffer effects on water quality in grazed pastures","journal article",2010,"Robert L.","Kallenbach","RL","University of Missouri","grid.134936.a","US"
"160","088-017-310-971-747","Agroforestry practices, runoff, and nutrient loss: a paired watershed comparison.","journal article",2002,"Ranjith P.","Udawatta","RP","University of Missouri","grid.134936.a","US"
"161","088-017-310-971-747","Agroforestry practices, runoff, and nutrient loss: a paired watershed comparison.","journal article",2002,"J. John","Krstansky","JJ","University of Missouri","grid.134936.a","US"
"162","088-017-310-971-747","Agroforestry practices, runoff, and nutrient loss: a paired watershed comparison.","journal article",2002,"Gray S.","Henderson","GS","University of Missouri","grid.134936.a","US"
"163","088-017-310-971-747","Agroforestry practices, runoff, and nutrient loss: a paired watershed comparison.","journal article",2002,"Harold E.","Garrett","HE","University of Missouri","grid.134936.a","US"
"164","022-549-457-076-862","An agri-environmental scheme enhances butterfly dispersal in European agricultural landscapes","journal article",2013,"Thomas","Delattre","T","University of Rennes",NA,"FR"
"165","022-549-457-076-862","An agri-environmental scheme enhances butterfly dispersal in European agricultural landscapes","journal article",2013,"Philippe","Vernon","P","University of Rennes",NA,"FR"
"166","022-549-457-076-862","An agri-environmental scheme enhances butterfly dispersal in European agricultural landscapes","journal article",2013,"Françoise","Burel","F","University of Rennes",NA,"FR"
"167","003-418-985-763-085","An assessment of bird species within Irish agricultural landscapes using the Field Boundary Evaluation and Grading System","journal article",2010,"Barry J.","McMahon","BJ","University College Dublin","grid.7886.1","IE"
"168","003-418-985-763-085","An assessment of bird species within Irish agricultural landscapes using the Field Boundary Evaluation and Grading System","journal article",2010,"Helen","Sheridan","H","University College Dublin","grid.7886.1","IE"
"169","003-418-985-763-085","An assessment of bird species within Irish agricultural landscapes using the Field Boundary Evaluation and Grading System","journal article",2010,"Anne","Kinsella","A","Teagasc","grid.6435.4","IE"
"170","003-418-985-763-085","An assessment of bird species within Irish agricultural landscapes using the Field Boundary Evaluation and Grading System","journal article",2010,"Gordon","Purvis","G","University College Dublin","grid.7886.1","IE"
"171","041-504-744-182-764","An assessment of the nitrate leaching risk for different buffer strip establishments","journal article",2011,"Jonathan R.","Helliwell","JR","University of Nottingham","grid.4563.4","GB"
"172","011-077-705-074-70X","An evaluation of the benefits and costs of in-field shelterbelts in Midwestern USA","dissertation",NA,"Robert Konrad","Grala","RK","Iowa State University",NA,"US"
"173","004-888-878-452-882","Analysis and modeling of soil conservation measures in the Three Gorges Reservoir Area in China","journal article",2010,"Zhenyao","Shen","Z","Beijing Normal University","grid.20513.35","CN"
"174","004-888-878-452-882","Analysis and modeling of soil conservation measures in the Three Gorges Reservoir Area in China","journal article",2010,"Yongwei","Gong","Y","Beijing Normal University","grid.20513.35","CN"
"175","004-888-878-452-882","Analysis and modeling of soil conservation measures in the Three Gorges Reservoir Area in China","journal article",2010,"Yanhong","Li","Y","Tsinghua University","grid.12527.33","CN"
"176","004-888-878-452-882","Analysis and modeling of soil conservation measures in the Three Gorges Reservoir Area in China","journal article",2010,"Ruimin","Liu","R","Beijing Normal University","grid.20513.35","CN"
"177","058-997-396-181-890","Anthropogenic transformation of soils in the northern Ergeni Upland (studies at the First experimental plot of the Arshan'-Zelmen research station)","journal article",2013,"A. F.","Novikova","AF","Russian Academy",NA,"RU"
"178","058-997-396-181-890","Anthropogenic transformation of soils in the northern Ergeni Upland (studies at the First experimental plot of the Arshan'-Zelmen research station)","journal article",2013,"M. V.","Konyushkova","MV","Russian Academy",NA,"RU"
"179","101-256-219-333-506","Apparent competition or apparent mutualism? An analysis of the influence of rose bush strip management on aphid population in wheat field","journal article",2007,"Isabelle","Frère","I","Université catholique de Louvain","grid.7942.8","BE"
"180","101-256-219-333-506","Apparent competition or apparent mutualism? An analysis of the influence of rose bush strip management on aphid population in wheat field","journal article",2007,"Jean","Fabry","J","Université catholique de Louvain","grid.7942.8","BE"
"181","101-256-219-333-506","Apparent competition or apparent mutualism? An analysis of the influence of rose bush strip management on aphid population in wheat field","journal article",2007,"Thierry","Hance","T","Université catholique de Louvain","grid.7942.8","BE"
"182","155-170-578-897-225","Application of stable isotope analysis to quantify the retention of eroded carbon in grass filters at the North Appalachian experimental watersheds","journal article",2008,"Pierre-André","Jacinthe","P","Indiana University – Purdue University Indianapolis","grid.257413.6","US"
"183","155-170-578-897-225","Application of stable isotope analysis to quantify the retention of eroded carbon in grass filters at the North Appalachian experimental watersheds","journal article",2008,"Rattan","Lal","R","Ohio State University","grid.261331.4","US"
"184","155-170-578-897-225","Application of stable isotope analysis to quantify the retention of eroded carbon in grass filters at the North Appalachian experimental watersheds","journal article",2008,"Lloyd B.","Owens","LB","Agricultural Research Service","grid.463419.d","US"
"185","059-614-004-166-874","Applying red lists to the evaluation of agricultural habitat: regular occurrence of threatened birds, vascular plants, and bryophytes in field margins of Poland","journal article",2014,"Andrzej","Wuczyński","A","Polish Academy of Sciences","grid.413454.3","PL"
"186","059-614-004-166-874","Applying red lists to the evaluation of agricultural habitat: regular occurrence of threatened birds, vascular plants, and bryophytes in field margins of Poland","journal article",2014,"Zygmunt","Dajdok","Z","University of Wrocław","grid.8505.8","PL"
"187","059-614-004-166-874","Applying red lists to the evaluation of agricultural habitat: regular occurrence of threatened birds, vascular plants, and bryophytes in field margins of Poland","journal article",2014,"Sylwia","Wierzcholska","S","Department of Landscape Architecture, The Angelus Silesius State School of Higher Vocational Education, Wałbrzych, Poland",NA,"PL"
"188","059-614-004-166-874","Applying red lists to the evaluation of agricultural habitat: regular occurrence of threatened birds, vascular plants, and bryophytes in field margins of Poland","journal article",2014,"Krzysztof","Kujawa","K","Polish Academy of Sciences","grid.413454.3","PL"
"189","110-456-431-007-145","Appraising riparian management effects on benthic macroinvertebrates in the Wye River system","journal article",2010,"E.","Clews","E","Cardiff University","grid.5600.3","GB"
"190","110-456-431-007-145","Appraising riparian management effects on benthic macroinvertebrates in the Wye River system","journal article",2010,"Stephen James","Ormerod","SJ","Cardiff University","grid.5600.3","GB"
